id, weight, value
id,18,8
id,74,26
id,10,63
id,85,53
id,92,91
id,64,99
id,33,68
id,97,71
id,95,83
id,28,47
id,5,31
id,4,96
id,39,61
id,69,83
id,82,74
id,8,30
id,31,94
id,74,42
id,38,71
id,90,50
id,33,44
id,93,99
id,78,72
id,80,25
id,65,19
id,9,7
id,30,33
id,11,37
id,30,2
id,72,7
id,32,32
id,3,39
id,25,79
id,3,72
id,28,25
id,43,28
id,48,68
id,29,50
id,35,60
id,46,90
id,17,98
id,9,27
id,53,81
id,34,62
id,55,42
id,69,13
id,80,33
id,94,85
id,62,37
id,98,55
id,29,96
id,52,61
id,57,7
id,71,77
id,50,98
id,92,57
id,60,16
id,67,56
id,59,97
id,18,78
id,94,26
id,90,70
id,71,57
id,5,14
id,39,41
id,10,21
id,60,70
id,94,82
id,87,41
id,11,4
id,55,87
id,65,21
id,49,44
id,32,7
id,31,64
id,52,17
id,68,60
id,86,26
id,52,87
id,62,44
id,31,13
id,10,16
id,16,38
id,53,89
id,67,84
id,46,62
id,11,41
id,16,45
id,90,73
id,10,27
id,90,93
id,88,89
id,88,96
id,35,49
id,25,76
id,70,37
id,32,90
id,59,20
id,78,67
id,90,32
id,10,78
id,45,98
id,97,98
id,27,78
id,31,26
id,83,90
id,69,99
id,38,48
id,33,98
id,11,98
id,56,93
id,25,35
id,35,5
id,63,78
id,81,70
id,33,83
id,57,50
id,66,45
id,26,7
id,87,19
id,65,8
id,33,34
id,77,87
id,11,13
id,3,87
id,1,45
id,43,76
id,79,61
id,45,77
id,87,99
id,54,59
id,80,69
id,42,9
id,99,92
id,99,86
id,35,41
id,36,98
id,99,72
id,85,31
id,68,74
id,3,93
id,90,21
id,32,33
id,23,65
id,16,38
id,65,48
id,49,32
id,88,93
id,55,56
id,18,72
id,32,71
id,33,44
id,74,39
id,82,44
id,23,8
id,97,4
id,84,49
id,56,49
id,91,85
id,55,55
id,87,52
id,8,92
id,5,23
id,68,7
id,73,33
id,78,99
id,87,26
id,94,26
id,3,1
id,78,54
id,72,14
id,2,39
id,47,33
id,4,70
id,95,93
id,65,28
id,83,20
id,2,57
id,69,40
id,64,18
id,72,77
id,32,31
id,41,50
id,26,39
id,22,13
id,58,88
id,86,95
id,48,37
id,26,39
id,98,39
id,45,4
id,84,57
id,5,25
id,4,81
id,24,76
id,69,71
id,70,66
id,78,61
id,57,76
id,56,44
id,69,99
id,12,100
id,12,56
id,73,48
id,73,72
id,88,22
id,98,24
id,12,56
id,29,57
id,4,35
id,88,44
id,87,82
id,65,78
id,24,21
id,50,14
id,40,67
id,49,95
id,12,34
id,78,30
id,3,4
id,59,35
id,19,75
id,6,63
id,45,97
id,87,35
id,68,90
id,97,59
id,52,17
id,92,27
id,82,46
id,13,33
id,58,51
id,64,56
id,88,37
id,44,1
id,87,75
id,90,88
id,50,93
id,91,72
id,46,91
id,16,29
id,28,62
id,67,95
id,68,99
id,95,61
id,95,18
id,68,19
id,66,27
id,31,71
id,1,34
id,35,48
id,72,20
id,67,15
id,9,7
id,13,46
id,57,57
id,84,9
id,2,52
id,22,70
id,54,46
id,15,7
id,2,74
id,62,37
id,51,55
id,14,59
id,38,96
id,45,89
id,72,35
id,56,24
id,48,66
id,76,82
id,14,48
id,44,11
id,69,71
id,36,100
id,6,94
id,9,84
id,42,100
id,32,71
id,33,91
id,13,20
id,87,4
id,1,33
id,73,1
id,1,50
id,99,35
id,37,77
id,22,3
id,70,32
id,98,13
id,5,81
id,80,4
id,2,81
id,1,3
id,90,25
id,49,77
id,89,55
id,42,73
id,72,59
id,53,56
id,42,87
id,45,60
id,34,21
id,26,60
id,13,45
id,1,15
id,57,99
id,93,6
id,80,99
id,29,58
id,3,70
id,44,88
id,76,33
id,21,77
id,9,38
id,91,69
id,36,21
id,76,78
id,84,1
id,58,48
id,45,39
id,66,46
id,30,74
id,53,43
id,86,69
id,80,42
id,1,4
id,94,13
id,28,54
id,28,16
id,29,46
id,49,31
id,52,90
id,70,61
id,6,52
id,17,36
id,68,94
id,27,9
id,75,84
id,57,4
id,88,92
id,88,51
id,27,64
id,52,40
id,72,45
id,8,76
id,97,21
id,57,42
id,99,12
id,70,41
id,61,62
id,26,96
id,84,41
id,45,11
id,47,33
id,40,97
id,63,23
id,54,8
id,4,4
id,13,74
id,93,36
id,68,23
id,69,66
id,99,92
id,6,46
id,63,57
id,45,82
id,88,92
id,96,64
id,76,19
id,73,94
id,67,70
id,84,35
id,67,7
id,94,69
id,86,4
id,14,29
id,54,80
id,64,30
id,50,72
id,20,7
id,40,76
id,90,47
id,4,16
id,32,33
id,73,16
id,41,24
id,74,57
id,29,56
id,57,6
id,14,88
id,3,55
id,35,74
id,17,23
id,37,32
id,38,59
id,90,25
id,26,62
id,67,4
id,3,13
id,29,2
id,48,42
id,50,42
id,22,23
id,100,26
id,83,11
id,23,58
id,6,48
id,33,5
id,10,59
id,37,11
id,60,73
id,11,22
id,38,4
id,31,32
id,46,69
id,79,55
id,58,70
id,92,87
id,40,44
id,27,38
id,44,50
id,59,32
id,87,26
id,83,5
id,99,42
id,73,12
id,20,22
id,86,100
id,49,93
id,40,19
id,65,88
id,1,71
id,85,42
id,3,47
id,98,78
id,59,66
id,30,99
id,82,31
id,16,58
id,25,80
id,18,46
id,96,90
id,77,10
id,85,40
id,94,65
id,48,17
id,51,70
id,2,85
id,29,94
id,37,18
id,49,54
id,100,8
id,45,30
id,60,7
id,74,36
id,90,36
id,75,98
id,59,22
id,45,17
id,40,13
id,54,29
id,23,40
id,79,17
id,56,33
id,38,96
id,34,90
id,9,100
id,65,65
id,63,78
id,58,54
id,13,10
id,69,58
id,73,98
id,55,89
id,9,68
id,66,61
id,28,98
id,16,87
id,26,94
id,35,36
id,3,61
id,33,51
id,67,27
id,63,27
id,20,36
id,93,4
id,20,90
id,85,88
id,18,89
id,12,6
id,76,7
id,39,68
id,66,79
id,48,76
id,3,54
id,4,21
id,100,2
id,29,56
id,36,78
id,96,40
id,52,12
id,91,34
id,6,7
id,31,79
id,99,26
id,10,68
id,5,22
id,38,31
id,47,91
id,70,68
id,2,46
id,72,70
id,5,90
id,86,67
id,50,25
id,43,16
id,94,25
id,90,35
id,24,63
id,86,69
id,5,11
id,62,57
id,9,40
id,30,6
id,44,17
id,44,95
id,94,86
id,83,25
id,42,29
id,85,76
id,18,5
id,13,89
id,33,57
id,21,85
id,48,24
id,33,68
id,39,20
id,79,18
id,28,29
id,2,36
id,30,87
id,79,91
id,31,1
id,81,11
id,28,40
id,10,70
id,31,47
id,10,18
id,11,68
id,30,44
id,5,68
id,68,43
id,80,79
id,56,21
id,29,30
id,29,15
id,31,17
id,95,34
id,24,25
id,95,94
id,49,78
id,76,69
id,90,62
id,94,58
id,29,31
id,78,6
id,24,15
id,63,91
id,49,30
id,48,85
id,61,53
id,48,24
id,63,69
id,93,89
id,78,27
id,76,9
id,74,50
id,45,13
id,57,95
id,55,96
id,15,8
id,89,86
id,18,68
id,41,8
id,41,57
id,71,22
id,67,4
id,92,33
id,58,24
id,57,60
id,14,36
id,96,99
id,43,39
id,20,42
id,28,63
id,78,5
id,39,9
id,35,27
id,44,13
id,39,68
id,62,10
id,67,55
id,23,81
id,52,94
id,32,59
id,91,100
id,48,95
id,31,14
id,90,18
id,88,3
id,2,10
id,13,44
id,40,88
id,21,38
id,31,64
id,38,97
id,11,58
id,11,26
id,18,8
id,95,49
id,9,81
id,56,73
id,1,86
id,31,46
id,16,20
id,86,13
id,38,59
id,65,82
id,32,34
id,42,53
id,32,3
id,69,89
id,94,40
id,40,22
id,72,30
id,35,2
id,71,68
id,48,3
id,72,69
id,93,8
id,63,16
id,8,32
id,65,32
id,15,57
id,3,86
id,38,78
id,70,78
id,71,93
id,31,89
id,66,51
id,55,30
id,61,29
id,18,54
id,37,41
id,34,32
id,23,58
id,82,84
id,59,17
id,80,22
id,94,15
id,17,36
id,42,87
id,43,67
id,71,17
id,22,32
id,70,86
id,46,25
id,40,58
id,7,71
id,66,44
id,11,99
id,70,30
id,74,36
id,33,49
id,21,86
id,76,95
id,79,90
id,10,12
id,77,27
id,11,39
id,88,1
id,59,67
id,21,7
id,49,89
id,19,15
id,95,10
id,27,98
id,39,20
id,30,78
id,35,4
id,90,68
id,50,45
id,79,74
id,91,72
id,16,33
id,22,61
id,53,94
id,7,52
id,26,57
id,67,56
id,64,83
id,61,7
id,50,10
id,90,98
id,63,44
id,75,56
id,92,32
id,86,86
id,96,39
id,74,40
id,57,43
id,55,3
id,99,87
id,76,11
id,22,15
id,86,73
id,91,2
id,67,84
id,45,25
id,35,40
id,22,13
id,22,6
id,36,75
id,16,79
id,74,34
id,36,58
id,41,18
id,32,4
id,43,50
id,97,5
id,88,16
id,37,55
id,50,12
id,86,50
id,86,57
id,11,57
id,56,78
id,54,88
id,61,28
id,4,68
id,2,87
id,27,26
id,37,92
id,30,61
id,82,56
id,88,53
id,11,58
id,11,4
id,68,14
id,14,7
id,13,73
id,62,2
id,22,89
id,58,29
id,20,92
id,68,1
id,70,64
id,9,92
id,97,66
id,67,57
id,61,43
id,83,11
id,76,27
id,18,33
id,40,76
id,1,56
id,79,10
id,45,60
id,89,60
id,70,55
id,8,64
id,93,99
id,3,19
id,68,39
id,66,16
id,41,88
id,54,9
id,91,52
id,46,11
id,96,35
id,48,35
id,42,36
id,91,15
id,91,82
id,22,6
id,60,28
id,42,42
id,37,78
id,82,85
id,24,54
id,87,87
id,60,55
id,59,52
id,26,75
id,92,16
id,69,66
id,100,14
id,67,27
id,22,44
id,25,72
id,60,30
id,64,35
id,26,12
id,79,34
id,84,14
id,9,65
id,97,35
id,15,32
id,43,77
id,3,32
id,56,79
id,9,20
id,89,38
id,68,99
id,62,16
id,70,31
id,70,21
id,69,57
id,66,52
id,37,65
id,61,2
id,3,40
id,3,88
id,62,94
id,10,47
id,54,60
id,24,68
id,34,63
id,64,29
